id-sum;anio;mes;dia;fecha;franja;tipo;subtipo;uso_arma;uso_moto;barrio;comuna;latitud;longitud;cantidad
6998;2023;MARZO;DOMINGO;19/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA DEVOTO;11;-34.596.350;-58.514.902;1
6999;2023;MARZO;DOMINGO;19/3/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;RECOLETA;2;NULL;NULL;1
7000;2023;MARZO;DOMINGO;19/3/2023;22;Vialidad;Lesiones por siniestros viales;NO;NO;BELGRANO;13;-34.554.816;-58.449.300;1
7001;2023;MARZO;LUNES;20/3/2023;1;Vialidad;Lesiones por siniestros viales;NO;NO;RECOLETA;2;-34.595.662;-58.409.629;1
7002;2023;MARZO;LUNES;20/3/2023;6;Vialidad;Lesiones por siniestros viales;NO;NO;ALMAGRO;5;-34.620.847;-58.415.962;1
7003;2023;MARZO;SÁBADO;18/3/2023;20;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA CRESPO;15;-34.601.548;-58.431.882;1
7004;2023;MARZO;LUNES;20/3/2023;8;Vialidad;Lesiones por siniestros viales;NO;NO;CABALLITO;6;-34.609.539;-58.439.735;1
7005;2023;MARZO;LUNES;20/3/2023;7;Vialidad;Lesiones por siniestros viales;NO;NO;FLORESTA;10;-34.624.674;-58.484.721;1
7006;2023;MARZO;LUNES;20/3/2023;9;Vialidad;Lesiones por siniestros viales;NO;NO;MONSERRAT;1;-34.613.090;-58.384.722;1
7007;2023;MARZO;LUNES;20/3/2023;9;Vialidad;Lesiones por siniestros viales;NO;NO;BALVANERA;3;NULL;NULL;1
7008;2023;MARZO;LUNES;20/3/2023;10;Vialidad;Lesiones por siniestros viales;NO;NO;BOCA;4;-34.633.338;-58.353.542;1
7009;2023;MARZO;LUNES;20/3/2023;8;Vialidad;Lesiones por siniestros viales;NO;NO;BARRACAS;4;-34.653.293;-58.379.241;1
7010;2023;MARZO;LUNES;20/3/2023;11;Vialidad;Lesiones por siniestros viales;NO;NO;SAN NICOLAS;1;NULL;NULL;1
7011;2023;MARZO;LUNES;20/3/2023;6;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE PATRICIOS;4;-34.633.707;-58.395.381;1
7012;2023;MARZO;LUNES;20/3/2023;10;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA CRESPO;15;-34.601.184;-58.434.854;1
7013;2023;MARZO;LUNES;20/3/2023;8;Vialidad;Lesiones por siniestros viales;NO;NO;SAN CRISTOBAL;3;-34.621.817;-58.406.157;1
7014;2023;MARZO;LUNES;20/3/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;MONSERRAT;1;NULL;NULL;1
7015;2023;MARZO;LUNES;20/3/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA DEL PARQUE;11;-34.603.494;-58.488.171;1
7016;2023;MARZO;LUNES;20/3/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;NULL;NULL;1
7017;2023;MARZO;LUNES;20/3/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA PUEYRREDON;12;-34.589.254;-58.499.480;1
7018;2023;MARZO;LUNES;20/3/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA SOLDATI;8;-34.656.701;-58.459.842;1
7019;2023;MARZO;LUNES;20/3/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;FLORES;7;-34.647.570;-58.462.216;1
7020;2023;MARZO;LUNES;20/3/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.577.849;-58.432.983;1
7021;2023;MARZO;LUNES;13/3/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;BALVANERA;3;-34.611.469;-58.408.803;1
7022;2023;MARZO;LUNES;20/3/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.554.869;-58.483.850;1
7023;2023;MARZO;LUNES;20/3/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;NULL;NULL;1
7024;2023;MARZO;LUNES;20/3/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;MATADEROS;9;-34.658.656;-58.522.564;1
7025;2023;MARZO;LUNES;20/3/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.556.578;-58.424.491;1
7026;2023;MARZO;LUNES;20/3/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA GRAL. MITRE;11;-34.605.885;-58.460.514;1
7027;2023;MARZO;LUNES;20/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;NULL;NULL;1
7028;2023;MARZO;LUNES;20/3/2023;7;Vialidad;Lesiones por siniestros viales;NO;NO;BELGRANO;13;-34.562.990;-58.455.874;1
7029;2023;MARZO;SÁBADO;18/3/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;-34.597.220.265.606;-58.424.644.597.182;1
7030;2023;MARZO;LUNES;20/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.591.052;-58.413.176;1
7031;2023;MARZO;LUNES;20/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA DEVOTO;11;-34.613.013;-58.523.510;1
7032;2023;MARZO;LUNES;20/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA PUEYRREDON;12;-34.570.709;-58.507.878;1
7033;2023;MARZO;LUNES;20/3/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA DEL PARQUE;11;-34.602.366;-58.506.036;1
7034;2023;MARZO;LUNES;20/3/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;CABALLITO;6;-34.615.240;-58.437.589;1
7035;2023;MARZO;LUNES;20/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA LUGANO;8;-34.672.401;-58.497.066;1
7036;2023;MARZO;LUNES;20/3/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.544.014;-58.485.669;1
7037;2023;MARZO;LUNES;20/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;BALVANERA;3;-34.604.495;-58.395.295;1
7038;2023;MARZO;LUNES;20/3/2023;23;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;13;-34.571.128;-58.442.547;1
7039;2023;MARZO;LUNES;20/3/2023;21;Vialidad;Lesiones por siniestros viales;NO;NO;CONSTITUCION;1;-34.622.160;-58.381.434;1
7040;2023;MARZO;MARTES;21/3/2023;2;Vialidad;Lesiones por siniestros viales;NO;NO;SAN CRISTOBAL;3;-34.620.192;-58.410.084;1
7041;2023;MARZO;MARTES;21/3/2023;8;Vialidad;Lesiones por siniestros viales;NO;NO;BOEDO;5;NULL;NULL;1
7042;2023;MARZO;MARTES;21/3/2023;10;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA DEVOTO;11;-34.613.962;-58.525.056;1
7043;2023;MARZO;MARTES;21/3/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;NULL;NULL;1
7044;2023;MARZO;LUNES;13/3/2023;21;Vialidad;Lesiones por siniestros viales;NO;NO;LINIERS;9;-34.644.847;-58.520.427;1
7045;2023;MARZO;MARTES;21/3/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;SAN TELMO;1;NULL;NULL;1
7046;2023;MARZO;MARTES;21/3/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;NULL;NULL;1
7047;2023;MARZO;LUNES;6/3/2023;9;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA DEVOTO;11;-34.617.388;-58.520.545;1
7048;2023;MARZO;MARTES;21/3/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.586.639;-58.416.723;1
7049;2023;MARZO;LUNES;20/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;LINIERS;9;-34.633.045;-58.518.846;1
7050;2023;MARZO;MARTES;21/3/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE CHACABUCO;7;-34.631.498;-58.454.379;1
7051;2023;MARZO;MARTES;21/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;CONSTITUCION;1;-34.626.206;-58.389.540;1
7052;2023;MARZO;MARTES;21/3/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;NUÑEZ;13;-34.556.891;-58.465.276;1
7053;2023;MARZO;MARTES;21/3/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA LUGANO;8;-34.669.643;-58.464.153;1
7054;2023;MARZO;VIERNES;17/3/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;NUEVA POMPEYA;4;-34.640.614;-58.420.039;1
7055;2023;MARZO;MARTES;21/3/2023;21;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE PATRICIOS;4;-34.635.370;-58.395.961;1
7056;2023;MARZO;MARTES;21/3/2023;21;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA ORTUZAR;15;-34.585.134;-58.462.057;1
7057;2023;MARZO;MARTES;21/3/2023;22;Vialidad;Lesiones por siniestros viales;NO;NO;NUEVA POMPEYA;4;NULL;NULL;1
7058;2023;MARZO;MARTES;21/3/2023;21;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA LUGANO;8;-34.676.751;-58.493.085;1
7059;2023;MARZO;MARTES;21/3/2023;10;Vialidad;Lesiones por siniestros viales;NO;NO;CHACARITA;15;-34.588.279;-58.449.757;1
7060;2023;MARZO;MIÉRCOLES;22/3/2023;2;Vialidad;Lesiones por siniestros viales;NO;NO;RECOLETA;2;-34.594.442;-58.402.354;1
7061;2023;MARZO;MIÉRCOLES;22/3/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;BARRACAS;4;-34.634.555;-58.370.114;1
7062;2023;FEBRERO;SÁBADO;18/2/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;ALMAGRO;5;-34.607.271;-58.424.631;1
7063;2023;MARZO;MIÉRCOLES;22/3/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;MONSERRAT;1;NULL;NULL;1
7064;2023;MARZO;MIÉRCOLES;22/3/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;CONSTITUCION;1;NULL;NULL;1
7065;2023;MARZO;MIÉRCOLES;22/3/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.566.455;-58.434.102;1
7066;2023;MARZO;LUNES;20/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;15;-34.593.539;-58.431.223;1
7067;2023;MARZO;MIÉRCOLES;22/3/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA CRESPO;15;-34.595.043;-58.431.221;1
7068;2023;MARZO;MIÉRCOLES;22/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA GRAL. MITRE;11;-34.605.885;-58.460.514;1
7069;2023;MARZO;MIÉRCOLES;22/3/2023;3;Vialidad;Lesiones por siniestros viales;NO;NO;CABALLITO;6;-34.623.816;-58.444.980;1
7070;2023;MARZO;MIÉRCOLES;22/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.583.016;-58.424.024;1
7071;2023;MARZO;MARTES;21/3/2023;7;Vialidad;Lesiones por siniestros viales;NO;NO;ALMAGRO;5;-34.606.962;-58.416.292;1
7072;2023;MARZO;MIÉRCOLES;22/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.549.204;-58.498.268;1
7073;2023;MARZO;MIÉRCOLES;22/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;FLORES;7;-34.628.422;-58.470.659;1
7074;2023;MARZO;MIÉRCOLES;22/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;ALMAGRO;5;-34.603.803;-58.415.665;1
7075;2023;MARZO;MIÉRCOLES;22/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.567.037;-58.507.719;1
7076;2023;MARZO;MIÉRCOLES;22/3/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;NULL;NULL;1
7077;2023;MARZO;MIÉRCOLES;22/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;BELGRANO;13;-34.552.944;-58.450.915;1
7078;2023;MARZO;MIÉRCOLES;22/3/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA URQUIZA;12;-34.573.240;-58.473.325;1
7079;2023;MARZO;MIÉRCOLES;22/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA URQUIZA;12;-34.576.721;-58.490.411;1
7080;2023;MARZO;MIÉRCOLES;22/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.554.869;-58.483.850;1
7081;2023;MARZO;MIÉRCOLES;22/3/2023;21;Vialidad;Lesiones por siniestros viales;NO;NO;FLORES;7;-34.628.481;-58.457.138;1
7082;2023;MARZO;MIÉRCOLES;22/3/2023;20;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA URQUIZA;12;-34.574.743;-58.482.690;1
7083;2023;MARZO;JUEVES;23/3/2023;1;Vialidad;Lesiones por siniestros viales;NO;NO;COLEGIALES;15;-34.578.296;-58.460.226;1
7084;2023;MARZO;JUEVES;23/3/2023;0;Vialidad;Lesiones por siniestros viales;NO;NO;RECOLETA;2;-34.570.385;-58.398.380;1
7085;2023;MARZO;JUEVES;23/3/2023;8;Vialidad;Lesiones por siniestros viales;NO;NO;BOEDO;5;NULL;NULL;1
7086;2023;MARZO;JUEVES;23/3/2023;8;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.589.356;-58.419.049;1
7087;2023;MARZO;JUEVES;23/3/2023;7;Vialidad;Lesiones por siniestros viales;NO;NO;MATADEROS;9;-34.651.594;-58.502.742;1
7088;2023;MARZO;JUEVES;23/3/2023;8;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.549.474;-58.500.500;1
7089;2023;MARZO;JUEVES;23/3/2023;0;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.584.682;-58.433.820;1
7090;2023;MARZO;JUEVES;23/3/2023;10;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.544.014;-58.485.669;1
7091;2023;MARZO;JUEVES;23/3/2023;10;Vialidad;Lesiones por siniestros viales;NO;NO;NUEVA POMPEYA;4;NULL;NULL;1
7092;2023;MARZO;JUEVES;23/3/2023;8;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;NULL;NULL;1
7093;2023;MARZO;JUEVES;23/3/2023;10;Vialidad;Lesiones por siniestros viales;NO;NO;MATADEROS;9;-34.662.800;-58.487.130;1
7094;2023;MARZO;MIÉRCOLES;22/3/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;FLORES;7;-34.650.214;-58.453.767;1
7095;2023;MARZO;JUEVES;23/3/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA CRESPO;15;-34.603.496;-58.444.354;1
7096;2023;MARZO;JUEVES;23/3/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;ALMAGRO;6;NULL;NULL;1
7097;2023;MARZO;JUEVES;23/3/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;NUÑEZ;13;-34.536.958;-58.470.026;1
7098;2023;MARZO;JUEVES;23/3/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;FLORES;7;-34.633.285;-58.468.485;1
7099;2023;MARZO;JUEVES;23/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE CHAS;15;-34.585.848;-58.487.702;1
7100;2023;MARZO;JUEVES;23/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;AGRONOMIA;15;-34.598.831;-58.480.780;1
7101;2023;MARZO;JUEVES;23/3/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;VERSALLES;10;-34.625.486;-58.526.679;1
7102;2023;MARZO;JUEVES;23/3/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;BALVANERA;3;NULL;NULL;1
7103;2023;MARZO;JUEVES;23/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;FLORESTA;10;-34.636.670;-58.477.555;1
7104;2023;MARZO;JUEVES;23/3/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.550.068;-58.497.215;1
7105;2023;MARZO;JUEVES;23/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE AVELLANEDA;9;NULL;NULL;1
7106;2023;MARZO;JUEVES;23/3/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;RECOLETA;2;-34.595.808;-58.394.693;1
7107;2023;MARZO;MIÉRCOLES;22/3/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.545.027;-58.478.704;1
7108;2023;MARZO;JUEVES;23/3/2023;21;Vialidad;Lesiones por siniestros viales;NO;NO;MATADEROS;9;-34.659.342;-58.520.997;1
7109;2023;MARZO;JUEVES;23/3/2023;22;Vialidad;Lesiones por siniestros viales;NO;NO;BELGRANO;13;-34.558.882;-58.453.792;1
7110;2023;MARZO;JUEVES;23/3/2023;21;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;NULL;NULL;1
7111;2023;MARZO;DOMINGO;5/3/2023;2;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;-34.629.052.626.263;-58.383.231.312.131;1
7112;2023;MARZO;VIERNES;24/3/2023;0;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA RIACHUELO;8;-34.703.796;-58.460.718;1
7113;2023;MARZO;JUEVES;23/3/2023;22;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE AVELLANEDA;10;-34.641.298;-58.487.804;1
7114;2023;MARZO;JUEVES;23/3/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;BELGRANO;13;-34.564.875;-58.454.251;1
7115;2023;MARZO;VIERNES;24/3/2023;6;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.565.205;-58.401.442;1
7116;2023;MARZO;JUEVES;23/3/2023;11;Vialidad;Lesiones por siniestros viales;NO;NO;VELEZ SARSFIELD;10;-34.636.595;-58.493.041;1
7117;2023;MARZO;VIERNES;24/3/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;BARRACAS;4;NULL;NULL;1
7118;2023;MARZO;VIERNES;24/3/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;BOCA;4;NULL;NULL;1
7119;2023;MARZO;JUEVES;23/3/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA URQUIZA;12;-34.569.500;-58.478.138;1
7120;2023;MARZO;VIERNES;24/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;CONSTITUCION;1;NULL;NULL;1
7121;2023;MARZO;JUEVES;23/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;BARRACAS;4;-34.632.190;-58.376.167;1
7122;2023;MARZO;VIERNES;24/3/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE AVELLANEDA;9;-34.645.129;-58.489.022;1
7123;2023;MARZO;VIERNES;24/3/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;VELEZ SARSFIELD;10;-34.628.451;-58.506.027;1
7124;2023;MARZO;VIERNES;24/3/2023;22;Vialidad;Lesiones por siniestros viales;NO;NO;BELGRANO;13;-34.560.462;-58.457.879;1
7125;2023;MARZO;VIERNES;24/3/2023;20;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA URQUIZA;12;-34.570.190;-58.477.453;1
7126;2023;MARZO;VIERNES;24/3/2023;22;Vialidad;Lesiones por siniestros viales;NO;NO;VELEZ SARSFIELD;10;-34.636.346;-58.492.822;1
7127;2023;MARZO;VIERNES;24/3/2023;2;Vialidad;Lesiones por siniestros viales;NO;NO;BALVANERA;3;-34.608.555;-58.400.558;1
7128;2023;MARZO;SÁBADO;25/3/2023;2;Vialidad;Lesiones por siniestros viales;NO;NO;RECOLETA;2;NULL;NULL;1
7129;2023;MARZO;SÁBADO;25/3/2023;4;Vialidad;Lesiones por siniestros viales;NO;NO;BARRACAS;4;NULL;NULL;1
7130;2023;MARZO;SÁBADO;25/3/2023;6;Vialidad;Lesiones por siniestros viales;NO;NO;COGHLAN;12;-34.565.125;-58.471.780;1
7131;2023;MARZO;SÁBADO;25/3/2023;6;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.576.550;-58.404.878;1
7132;2023;MARZO;SÁBADO;25/3/2023;10;Vialidad;Lesiones por siniestros viales;NO;NO;FLORES;7;-34.632.215;-58.465.047;1
7133;2023;MARZO;SÁBADO;25/3/2023;11;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE PATRICIOS;4;-34.632.747;-58.395.621;1
7134;2023;MARZO;SÁBADO;25/3/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;-34.555.301;-58.495.679;1
7135;2023;MARZO;JUEVES;23/3/2023;8;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;NULL;NULL;1
7136;2023;MARZO;VIERNES;24/3/2023;5;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.565.217;-58.401.603;1
7137;2023;MARZO;SÁBADO;25/3/2023;8;Vialidad;Lesiones por siniestros viales;NO;NO;BELGRANO;13;-34.566.305;-58.461.517;1
7138;2023;MARZO;SÁBADO;25/3/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.550.099;-58.500.426;1
7139;2023;MARZO;SÁBADO;25/3/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;SAN TELMO;1;-34.619.653;-58.375.288;1
7140;2023;MARZO;SÁBADO;25/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;ALMAGRO;5;NULL;NULL;1
7141;2023;MARZO;SÁBADO;25/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.565.698;-58.439.822;1
7142;2023;MARZO;JUEVES;23/3/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA CRESPO;15;-34.602.389;-58.456.416;1
7143;2023;MARZO;SÁBADO;25/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;SAN NICOLAS;1;NULL;NULL;1
7144;2023;MARZO;SÁBADO;25/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA DEVOTO;11;NULL;NULL;1
7145;2023;MARZO;SÁBADO;25/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA SOLDATI;8;-34.674.316;-58.457.483;1
7146;2023;MARZO;SÁBADO;25/3/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;ALMAGRO;5;-34.599.643;-58.429.862;1
7147;2023;MARZO;SÁBADO;25/3/2023;20;Vialidad;Lesiones por siniestros viales;NO;NO;CABALLITO;6;NULL;NULL;1
7148;2023;MARZO;SÁBADO;25/3/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA SANTA RITA;11;-34.615.107;-58.480.314;1
7149;2023;MARZO;SÁBADO;25/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;BOCA;4;-34.639.539;-58.365.167;1
7150;2023;MARZO;JUEVES;23/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;BELGRANO;13;-34.554.816;-58.449.300;1
7151;2023;MARZO;SÁBADO;25/3/2023;21;Vialidad;Lesiones por siniestros viales;NO;NO;FLORESTA;10;-34.635.218;-58.474.336;1
7152;2023;MARZO;SÁBADO;25/3/2023;21;Vialidad;Lesiones por siniestros viales;NO;NO;BARRACAS;4;-34.651.432;-58.396.859;1
7153;2023;MARZO;DOMINGO;26/3/2023;3;Vialidad;Lesiones por siniestros viales;NO;NO;RECOLETA;2;NULL;NULL;1
7154;2023;MARZO;DOMINGO;26/3/2023;4;Vialidad;Lesiones por siniestros viales;NO;NO;SAN CRISTOBAL;3;-34.622.821;-58.392.933;1
7155;2023;MARZO;DOMINGO;26/3/2023;6;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.548.517;-58.496.172;1
7156;2023;MARZO;DOMINGO;26/3/2023;7;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;NULL;NULL;1
7157;2023;MARZO;SÁBADO;25/3/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;SAN TELMO;1;-34.617.156;-58.373.091;1
7158;2023;MARZO;DOMINGO;26/3/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.575.797;-58.413.164;1
7159;2023;MARZO;DOMINGO;26/3/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA DEVOTO;11;-34.597.794;-58.516.861;1
7160;2023;MARZO;SÁBADO;25/3/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA DEL PARQUE;11;-34.607.405;-58.499.445;1
7161;2023;MARZO;JUEVES;23/3/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA CRESPO;15;-34.603.496;-58.444.354;1
7162;2023;MARZO;DOMINGO;26/3/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.588.717;-58.433.980;1
7163;2023;MARZO;DOMINGO;26/3/2023;20;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA CRESPO;15;-34.597.633;-58.448.937;1
7164;2023;MARZO;DOMINGO;26/3/2023;20;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.593.417;-58.428.899;1
7165;2023;MARZO;LUNES;27/3/2023;0;Vialidad;Lesiones por siniestros viales;NO;NO;BOEDO;5;NULL;NULL;1
7166;2023;MARZO;LUNES;27/3/2023;0;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.578.168;-58.426.535;1
7167;2023;MARZO;LUNES;27/3/2023;2;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA LURO;10;-34.638.943;-58.503.961;1
7168;2023;MARZO;LUNES;27/3/2023;6;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA CRESPO;15;-34.598.631;-58.452.990;1
7169;2023;MARZO;LUNES;27/3/2023;8;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.544.014;-58.485.669;1
7170;2023;MARZO;MIÉRCOLES;22/3/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;-3.467.363.944.622;-58.502.480.433.326;1
7171;2023;MARZO;LUNES;27/3/2023;1;Vialidad;Lesiones por siniestros viales;NO;NO;COLEGIALES;13;-34.570.425;-58.449.799;1
7172;2023;MARZO;LUNES;27/3/2023;10;Vialidad;Lesiones por siniestros viales;NO;NO;CABALLITO;6;-34.614.622;-58.437.746;1
7173;2023;MARZO;VIERNES;24/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.571.168;-58.423.249;1
7174;2023;MARZO;LUNES;27/3/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE AVELLANEDA;9;-34.651.176;-58.467.398;1
7175;2023;MARZO;LUNES;27/3/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;BARRACAS;1;-34.632.818;-58.385.424;1
7176;2023;MARZO;LUNES;27/3/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;NULL;NULL;1
7177;2023;MARZO;LUNES;27/3/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.550.854;-58.496.665;1
7178;2023;MARZO;LUNES;27/3/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.562.182;-58.505.371;1
