id-sum;anio;mes;dia;fecha;franja;tipo;subtipo;uso_arma;uso_moto;barrio;comuna;latitud;longitud;cantidad
1;2023;ENERO;LUNES;2/01/2023;19;Vialidad;Muertes por siniestros viales;NO;NO;BELGRANO;13;-58.445.747;-34.559.570;1
2;2023;ENERO;MIERCOLES;11/01/2023;11;Vialidad;Muertes por siniestros viales;NO;NO;VILLA LUGANO;8;-58.476.557;-34.673.096;1
3;2023;ENERO;VIERNES;13/01/2023;4;Vialidad;Muertes por siniestros viales;NO;NO;SAAVEDRA;12;-58.485.670;-34.544.011;1
4;2023;ENERO;VIERNES;13/01/2023;6;Vialidad;Muertes por siniestros viales;NO;NO;PARQUE CHACABUCO;7;-58.451.874;-34.636.364;1
5;2023;ENERO;VIERNES;13/01/2023;6;Vialidad;Muertes por siniestros viales;NO;NO;PARQUE CHACABUCO;7;-58.451.874;-34.636.364;1
6;2023;ENERO;SABADO;21/1/2023;0;Vialidad;Muertes por siniestros viales;NO;NO;SD;NULL;NULL;NULL;1
7;2023;ENERO;MARTES;24/01/2023;9;Vialidad;Muertes por siniestros viales;NO;NO;BALVANERA;3;-58.392.520;-34.606.668;1
8;2023;FEBRERO;JUEVES;2/02/2023;22;Vialidad;Muertes por siniestros viales;NO;NO;RECOLETA;2; -58.405526;"
-34.592493";1
9;2023;FEBRERO;DOMINGO;5/02/2023;11;Vialidad;Muertes por siniestros viales;NO;NO;SAAVEDRA;12;-58.488.723;-34.554.966;1
10;2023;FEBRERO;MIERCOLES;8/02/2023;18;Vialidad;Muertes por siniestros viales;NO;NO;BELGRANO;13;-58.450.032;-34.557.864;1
11;2023;FEBRERO;VIERNES;17/02/2023;14;Vialidad;Muertes por siniestros viales;NO;NO;BELGRANO;13; -58.454744;-34.560.923;1
12;2023;FEBRERO;MIERCOLES;22/02/2023;16;Vialidad;Muertes por siniestros viales;NO;NO;MONTE CASTRO;10; -58.511505;-34.618.949;1
13;2023;FEBRERO;DOMINGO;26/2/2023;6;Vialidad;Muertes por siniestros viales;NO;NO;VILLA URQUIZA;12; -58.495856;-34.572.755;1
14;2023;MARZO;MARTES;1/03/2023;5;Vialidad;Muertes por siniestros viales;NO;NO;VILLA SOLDATI;8;-58.435.401;"
-34.672907";1
15;2023;MARZO;JUEVES;9/03/2023;13;Vialidad;Muertes por siniestros viales;NO;NO;NUEVA POMPEYA;4; -58.405049;-34.649.791;1
16;2023;MARZO;LUNES;13/03/2023;19;Vialidad;Muertes por siniestros viales;NO;NO;BARRACAS;4;-58.392.556;"
-34.651146";1
17;2023;MARZO;JUEVES;16/03/2023;18;Vialidad;Muertes por siniestros viales;NO;NO;BARRACAS;4; -58.370665;-34.629.488;1
18;2023;MARZO;DOMINGO;19/03/2023;3;Vialidad;Muertes por siniestros viales;NO;NO;RECOLETA;2;-58.396.134;"
-34.577117";1
19;2023;MARZO;JUEVES;23/03/2023;14;Vialidad;Muertes por siniestros viales;NO;NO;CHACARITA;15;-58.452.313;-34.590.134;1
20;2023;MARZO;SABADO;25/03/2023;5;Vialidad;Muertes por siniestros viales;NO;NO;LINIERS;9;-58.517.883;-34.639.442;1
21;2023;MARZO;MARTES;28/03/2023;14;Vialidad;Muertes por siniestros viales;NO;NO;FLORES;7;-58.471.549;-34.634.584;1
22;2023;ABRIL;DOMINGO;2/04/2023;2;Vialidad;Muertes por siniestros viales;NO;NO;PALERMO;14;-58.419.730;-34.565.225;1
23;2023;ABRIL;MARTES;4/04/2023;15;Vialidad;Muertes por siniestros viales;NO;NO;MONTE CASTRO;10;-58.505.684;-34.618.314;1
24;2023;ABRIL;JUEVES;6/04/2023;16;Vialidad;Muertes por siniestros viales;NO;NO;BELGRANO;13;-58.43957558218209;-34.548728385192796;1
25;2023;ABRIL;MARTES;7/04/2023;3;Vialidad;Muertes por siniestros viales;NO;NO;FLORESTA;10;-58.490.211;-34.621.737;1
26;2023;ABRIL;MARTES;7/04/2023;3;Vialidad;Muertes por siniestros viales;NO;NO;FLORESTA;10;-58.490.211;-34.621.737;1
27;2023;ABRIL;MIERCOLES;12/04/2023;19;Vialidad;Muertes por siniestros viales;NO;NO;CONSTITUCION;1; -58.380618;-34.617.846;1
28;2023;ABRIL;DOMINGO;16/04/2023;19;Vialidad;Muertes por siniestros viales;NO;NO;FLORES;7;-58.444.473;-34.642.148;1
29;2023;ABRIL;MARTES;18/04/2023;7;Vialidad;Muertes por siniestros viales;NO;NO;VILLA DEL PARQUE;11;-58.498.262;-34.606.638;1
30;2023;ABRIL;JUEVES;20/04/2023;4;Vialidad;Muertes por siniestros viales;NO;NO;FLORES;7;-58.432.031;-34.650.332;1
31;2023;ABRIL;JUEVES;20/4/2023;12;Vialidad;Muertes por siniestros viales;NO;NO;BARRACAS;4;-58.389.007;-34.651.199;1
32;2023;ABRIL;DOMINGO;23/04/2023;19;Vialidad;Muertes por siniestros viales;NO;NO;LINIERS;9; -58.527709;-34.639.248;1
33;2023;ABRIL;DOMINGO;23/04/2023;23;Vialidad;Muertes por siniestros viales;NO;NO;SAAVEDRA;12;-58.493.326;-34.548.367;1
34;2023;MAYO;MARTES;2/05/2023;14;Vialidad;Muertes por siniestros viales;NO;NO;LINIERS;9;-58.511.677;-34.639.233;1
35;2023;MAYO;MARTES;2/5/2023;19;Vialidad;Muertes por siniestros viales;NO;NO;NUEVA POMPEYA;4; -58.397749;-34.643.296;1
36;2023;MAYO;JUEVES;4/05/2023;4;Vialidad;Muertes por siniestros viales;NO;NO;BOEDO;5;-58.413.196;-34.638.425;1
37;2023;MAYO;JUEVES;4/05/2023;12;Vialidad;Muertes por siniestros viales;NO;NO;CHACARITA;15; -58.455120;-34.586.979;1
38;2023;MAYO;VIERNES;5/05/2023;15;Vialidad;Muertes por siniestros viales;NO;NO;SD;12;NULL;NULL;1
39;2023;MAYO;SABADO;6/05/2023;17;Vialidad;Muertes por siniestros viales;NO;NO;MATADEROS;9;-58.506.422;-34.665.259;1
40;2023;MAYO;DOMINGO;7/05/2023;11;Vialidad;Muertes por siniestros viales;NO;NO;CABALLITO;6;-58.434.309;-34.625.863;1
41;2023;MAYO;MARTES;9/05/2023;8;Vialidad;Muertes por siniestros viales;NO;NO;VELEZ SARSFIELD;10; -58.484201;-34.634.340;1
42;2023;MAYO;JUEVES;11/05/2023;16;Vialidad;Muertes por siniestros viales;NO;NO;VILLA PUEYRREDON;12;-58.501.053;-34.585.584;1
43;2023;MAYO;SABADO;13/5/2023;19;Vialidad;Muertes por siniestros viales;NO;NO;VILLA LURO;10;-58.502.230;-34.636.851;1
44;2023;MAYO;MARTES;16/05/2023;14;Vialidad;Muertes por siniestros viales;NO;NO;BARRACAS;4; -58.375752;-34.639.120;1
45;2023;MAYO;JUEVES;18/05/2023;19;Vialidad;Muertes por siniestros viales;NO;NO;MATADEROS;9;-58.505.879;"
-34.662120";1
46;2023;MAYO;DOMINGO;28/05/2023;5;Vialidad;Muertes por siniestros viales;NO;NO;PALERMO;14;-58.423.907;-34.562.015;1
47;2023;MAYO;MIERCOLES;31/05/2023;13;Vialidad;Muertes por siniestros viales;NO;NO;PARQUE PATRICIOS;4;-58.408.239;"
-34.632190";1
48;2023;JUNIO;MIERCOLES;7/06/2023;17;Vialidad;Muertes por siniestros viales;NO;NO;LA BOCA;4;-5.796.676.820.568.210;-3.489.875.788.641.020;1
49;2023;JUNIO;JUEVES;8/06/2023;19;Vialidad;Muertes por siniestros viales;NO;NO;VILLA PUEYRREDON;12;-5.853.084.451.644.500;-3.462.692.044.767.450;1
50;2023;JUNIO;MARTES;13/06/2023;12;Vialidad;Muertes por siniestros viales;NO;NO;VILLA DEL PARQUE;11;-58.488.171;-34.603.491;1
51;2023;JUNIO;LUNES;26/06/2023;12;Vialidad;Muertes por siniestros viales;NO;NO;CABALLITO;5;-58.430.065;-34.609.705;1
52;2023;JUNIO;MARTES;27/06/2023;10;Vialidad;Muertes por siniestros viales;NO;NO;MATADEROS;9; -58.508095;-34.669.126;1
53;2023;JULIO;SABADO;1/07/2023;1;Vialidad;Muertes por siniestros viales;NO;NO;VILLA DEVOTO;11; -58.515334;-34.583.189;1
54;2023;JULIO;LUNES;3/07/2023;9;Vialidad;Muertes por siniestros viales;NO;NO;CABALLITO;11;-58.459.449;-34.613.881;1
55;2023;JULIO;LUNES;3/07/2023;16;Vialidad;Muertes por siniestros viales;NO;NO;PALERMO;14; -58.431935;"
-34.576102";1
56;2023;JULIO;MARTES;4/7/2023;7;Vialidad;Muertes por siniestros viales;NO;NO;NUEVA POMPEYA;4; -58.418082;-34.655.417;1
57;2023;JULIO;MIERCOLES;5/07/2023;9;Vialidad;Muertes por siniestros viales;NO;NO;SAN TELMO;1;-58.366.905;-34.621.578;1
58;2023;JULIO;JUEVES;6/07/2023;10;Vialidad;Muertes por siniestros viales;NO;NO;VILLA CRESPO;15; -58.443531;-34.594.225;1
59;2023;JULIO;SABADO;8/07/2023;6;Vialidad;Muertes por siniestros viales;NO;NO;VILLA LURO;10;-58.495.817;-34.636.921;1
60;2023;JULIO;DOMINGO;9/07/2023;3;Vialidad;Muertes por siniestros viales;NO;NO;VILLA RIACHUELO;8; -58.481397;-34.688.417;1
61;2023;JULIO;MARTES;11/07/2023;7;Vialidad;Muertes por siniestros viales;NO;NO;BALVANERA;3;-58.400.035;"
-34.614872";1
62;2023;JULIO;MARTES;11/7/2023;10;Vialidad;Muertes por siniestros viales;NO;NO;PALERMO;14;-58.417.392;"
-34.597018";1
63;2023;JULIO;VIERNES;14/07/2023;11;Vialidad;Muertes por siniestros viales;NO;NO;PALERMO;14;NULL;NULL;1
64;2023;JULIO;SABADO;15/07/2023;8;Vialidad;Muertes por siniestros viales;NO;NO;;NULL;NULL;NULL;1
65;2023;JULIO;DOMINGO;16/07/2023;11;Vialidad;Muertes por siniestros viales;NO;NO;VILLA RIACHUELO;8;NULL;NULL;1
66;2023;JULIO;LUNES;17/07/2023;8;Vialidad;Muertes por siniestros viales;NO;NO;PALERMO;14;NULL;NULL;1
67;2023;JULIO;VIERNES;21/7/2023;12;Vialidad;Muertes por siniestros viales;NO;NO;COLEGIALES;13;-58.454.789;-34.567.537;1
68;2023;JULIO;JUEVES;27/07/2023;10;Vialidad;Muertes por siniestros viales;NO;NO;VILLA PUEYRREDON;12;-58.509.039;-34.569.996;1
69;2023;JULIO;DOMINGO;30/7/2023;19;Vialidad;Muertes por siniestros viales;NO;NO;NUÑEZ;13;NULL;NULL;1
70;2023;AGOSTO;MARTES;1/08/2023;18;Vialidad;Muertes por siniestros viales;NO;NO;;1;0;0;1
71;2023;AGOSTO;LUNES;7/8/2023;16;Vialidad;Muertes por siniestros viales;NO;NO;VILLA LUGANO;8;NULL;NULL;1
72;2023;AGOSTO;VIERNES;18/8/2023;10;Vialidad;Muertes por siniestros viales;NO;NO;;NULL;-58.472.130;-34.584.957;1
73;2023;AGOSTO;SABADO;19/8/2023;7;Vialidad;Muertes por siniestros viales;NO;NO;BALVANERA;3;0;0;1
74;2023;AGOSTO;JUEVES;24/8/2023;6;Vialidad;Muertes por siniestros viales;NO;NO;FLORES;7;-58.454.637;-34.650.820;1
75;2023;AGOSTO;MARTES;29/8/2023;18;Vialidad;Muertes por siniestros viales;NO;NO;;NULL;NULL;NULL;1
76;2023;SEPTIEMBRE;MARTES;5/9/2023;14;Vialidad;Muertes por siniestros viales;NO;NO;FLORES;NULL;NULL;NULL;1
77;2023;SEPTIEMBRE;DOMINGO;10/9/2023;8;Vialidad;Muertes por siniestros viales;NO;NO;SAAVEDRA;12;NULL;NULL;1
78;2023;SEPTIEMBRE;MIERCOLES;13/9/2023;12;Vialidad;Muertes por siniestros viales;NO;NO;VILLA DEL PARQUE;NULL;-58.476.875;-34.628.941;1
79;2023;SEPTIEMBRE;JUEVES;14/9/2023;7;Vialidad;Muertes por siniestros viales;NO;NO;CABALLITO;NULL;-58.430.477;-34.608.724;1
80;2023;SEPTIEMBRE;VIERNES;15/9/2023;14;Vialidad;Muertes por siniestros viales;NO;NO;;NULL;NULL;NULL;1
81;2023;SEPTIEMBRE;SABADO;16/9/2023;2;Vialidad;Muertes por siniestros viales;NO;NO;CONTITUCIÓN;NULL;NULL;NULL;1
82;2023;SEPTIEMBRE;DOMINGO;17/9/2023;7;Vialidad;Muertes por siniestros viales;NO;NO;RECOLETA;NULL;NULL;NULL;1
83;2023;SEPTIEMBRE;MARTES;19/9/2023;19;Vialidad;Muertes por siniestros viales;NO;NO;LINIERS;NULL;NULL;NULL;1
84;2023;SEPTIEMBRE;LUNES;25/9/2023;12;Vialidad;Muertes por siniestros viales;NO;NO;SAAVEDRA;12;NULL;NULL;1
85;2023;SEPTIEMBRE;MIERCOLES;27/9/2023;12;Vialidad;Muertes por siniestros viales;NO;NO;PALERMO;14;NULL;NULL;1
86;2023;SEPTIEMBRE;JUEVES;28/9/2023;1;Vialidad;Muertes por siniestros viales;NO;NO;SAAVEDRA;12;NULL;NULL;1
87;2023;SEPTIEMBRE;SABADO;30/9/2023;4;Vialidad;Muertes por siniestros viales;NO;NO;VILLA GRAL. MITRE;11;-58.467.848;-34.611.303;1
88;2023;OCTUBRE;LUNES;9/10/2023;7;Vialidad;Muertes por siniestros viales;NO;NO;CONSTITUCION;NULL;NULL;NULL;1
89;2023;OCTUBRE;VIERNES;13/10/2023;4;Vialidad;Muertes por siniestros viales;NO;NO;;3;NULL;NULL;1
90;2023;OCTUBRE;DOMINGO;22/10/2023;7;Vialidad;Muertes por siniestros viales;NO;NO;NUEVA POMPEYA;4;-58.425.297;-34.650.107;1
91;2023;OCTUBRE;SABADO;28/10/2023;13;Vialidad;Muertes por siniestros viales;NO;NO;VILLA CRESPO;15;NULL;NULL;1
92;2023;OCTUBRE;DOMINGO;29/10/2023;13;Vialidad;Muertes por siniestros viales;NO;NO;VILLA ORTUZAR;15;NULL;NULL;1
93;2023;OCTUBRE;MARTES;31/10/2023;1;Vialidad;Muertes por siniestros viales;NO;NO;;NULL;NULL;NULL;1
94;2023;NOVIEMBRE;VIERNES;10/11/2023;21;Vialidad;Muertes por siniestros viales;NO;NO;;NULL;-58.475.488;-34.539.371;1
95;2023;NOVIEMBRE;LUNES;13/11/2023;11;Vialidad;Muertes por siniestros viales;NO;NO;PATERNAL;15;NULL;NULL;1
96;2023;NOVIEMBRE;MIERCOLES;15/11/2023;2;Vialidad;Muertes por siniestros viales;NO;NO;VILLA CRESPO;15;NULL;NULL;1
97;2023;NOVIEMBRE;LUNES;20/11/2023;7;Vialidad;Muertes por siniestros viales;NO;NO;BOEDO;5;NULL;NULL;1
98;2023;NOVIEMBRE;JUEVES;23/11/2023;15;Vialidad;Muertes por siniestros viales;NO;NO;VILLA URQUIZA;12;NULL;NULL;1
99;2023;NOVIEMBRE;SABADO;25/11/2023;17;Vialidad;Muertes por siniestros viales;NO;NO;;NULL;-58.380.571;-34.623.683;1
100;2023;DICIEMBRE;LUNES;4/12/2023;16;Vialidad;Muertes por siniestros viales;NO;NO;CHACARITA;15;-58.454.975;-34.587.429;1
101;2023;DICIEMBRE;VIERNES;8/12/2023;12;Vialidad;Muertes por siniestros viales;NO;NO;VILLA SOLDATI;NULL;NULL;NULL;1
102;2023;DICIEMBRE;SABADO;9/12/2023;23;Vialidad;Muertes por siniestros viales;NO;NO;NUEVA POMPEYA;NULL;NULL;NULL;1
103;2023;DICIEMBRE;DOMINGO;17/12/2023;12;Vialidad;Muertes por siniestros viales;NO;NO;;NULL;NULL;NULL;1
104;2023;DICIEMBRE;LUNES;18/12/2023;8;Vialidad;Muertes por siniestros viales;NO;NO;;NULL;NULL;NULL;1
105;2023;JULIO;SÁBADO;1/7/2023;3;Vialidad;Lesiones por siniestros viales;NO;NO;FLORESTA;10;-34.632.061;-58.474.604;1
106;2023;JULIO;SÁBADO;1/7/2023;0;Vialidad;Lesiones por siniestros viales;NO;NO;RETIRO;1;-34.599.069;-58.382.097;1
107;2023;JULIO;SÁBADO;1/7/2023;2;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.564.168;-58.403.397;1
108;2023;JULIO;SÁBADO;1/7/2023;6;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.548.370;-58.493.326;1
109;2023;JULIO;SÁBADO;1/7/2023;7;Vialidad;Lesiones por siniestros viales;NO;NO;ALMAGRO;5;-34.611.020;-58.418.477;1
110;2023;JULIO;SÁBADO;1/7/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;ALMAGRO;5;NULL;NULL;1
111;2023;JULIO;SÁBADO;1/7/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA DEL PARQUE;11;-34.610.084;-58.492.703;1
112;2023;JULIO;SÁBADO;1/7/2023;11;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.579.642;-58.423.408;1
113;2023;JULIO;SÁBADO;1/7/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;BARRACAS;4;-34.640.104;-58.389.790;1
114;2023;JULIO;SÁBADO;1/7/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;FLORES;7;-34.624.571;-58.472.494;1
115;2023;JULIO;SÁBADO;1/7/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;RECOLETA;2;-34.589.200;-58.401.695;1
116;2023;JULIO;SÁBADO;1/7/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.597.825;-58.417.268;1
117;2023;JULIO;SÁBADO;1/7/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;RECOLETA;2;-34.592.570;-58.406.087;1
118;2023;JULIO;SÁBADO;1/7/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;FLORESTA;10;-34.620.803;-58.493.293;1
119;2023;JULIO;SÁBADO;1/7/2023;20;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;NULL;NULL;1
120;2023;JULIO;SÁBADO;1/7/2023;21;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE CHACABUCO;7;-34.635.863;-58.441.865;1
121;2023;JULIO;DOMINGO;2/7/2023;0;Vialidad;Lesiones por siniestros viales;NO;NO;ALMAGRO;5;-34.610.735;-58.414.472;1
122;2023;JULIO;DOMINGO;2/7/2023;2;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA CRESPO;15;-34.604.697;-58.447.859;1
123;2023;JULIO;SÁBADO;1/7/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA GRAL. MITRE;11;-34.607.302;-58.477.464;1
124;2023;JULIO;DOMINGO;2/7/2023;4;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA ORTUZAR;15;NULL;NULL;1
125;2023;JULIO;SÁBADO;1/7/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA PUEYRREDON;12;-34.575.108;-58.512.089;1
126;2023;JULIO;DOMINGO;2/7/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE PATRICIOS;4;-34.631.595;-58.400.534;1
127;2023;JULIO;DOMINGO;2/7/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.585.399;-58.431.165;1
128;2023;JULIO;DOMINGO;2/7/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA LUGANO;8;-34.679.646;-58.472.154;1
129;2023;JULIO;DOMINGO;2/7/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA PUEYRREDON;12;-34.575.403;-58.500.662;1
130;2023;JULIO;DOMINGO;2/7/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;PALERMO;14;-34.597.744;-58.423.371;1
131;2023;JULIO;DOMINGO;2/7/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;SAAVEDRA;12;-34.554.585;-58.485.359;1
132;2023;JULIO;SÁBADO;1/7/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE AVELLANEDA;9;-34.639.753;-58.477.408;1
133;2023;JULIO;DOMINGO;2/7/2023;19;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE AVELLANEDA;9;-34.660.804;-58.474.935;1
134;2023;JULIO;DOMINGO;2/7/2023;23;Vialidad;Lesiones por siniestros viales;NO;NO;PUERTO MADERO;1;NULL;NULL;1
135;2023;JULIO;DOMINGO;2/7/2023;18;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA RIACHUELO;8;-34.703.796;-58.460.718;1
136;2023;JULIO;DOMINGO;2/7/2023;23;Vialidad;Lesiones por siniestros viales;NO;NO;PUERTO MADERO;1;NULL;NULL;1
137;2023;JULIO;DOMINGO;2/7/2023;23;Vialidad;Lesiones por siniestros viales;NO;NO;LINIERS;9;-34.639.671;-58.527.711;1
138;2023;JULIO;DOMINGO;2/7/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;-34.588.269.484.848;-58.417.246.322.232;1
139;2023;JULIO;LUNES;3/7/2023;7;Vialidad;Lesiones por siniestros viales;NO;NO;CABALLITO;6;-34.607.739;-58.437.741;1
140;2023;JULIO;SÁBADO;1/7/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA SOLDATI;8;-34.657.626;-58.455.671;1
141;2023;JULIO;SÁBADO;1/7/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;SAN NICOLAS;1;NULL;NULL;1
142;2023;JULIO;DOMINGO;2/7/2023;7;Vialidad;Lesiones por siniestros viales;NO;NO;CABALLITO;6;-34.608.382;-58.441.595;1
143;2023;JULIO;LUNES;3/7/2023;6;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;-34.636.315;-58.470.225;1
144;2023;JULIO;LUNES;3/7/2023;8;Vialidad;Lesiones por siniestros viales;NO;NO;BOEDO;5;-34.627.494;-58.415.979;1
145;2023;JULIO;LUNES;3/7/2023;11;Vialidad;Lesiones por siniestros viales;NO;NO;FLORES;7;-34.630.008;-58.466.910;1
146;2023;JULIO;LUNES;3/7/2023;8;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE CHACABUCO;7;-34.630.998;-58.449.046;1
147;2023;JULIO;LUNES;3/7/2023;11;Vialidad;Lesiones por siniestros viales;NO;NO;SAN NICOLAS;1;-34.605.099;-58.383.627;1
148;2023;JULIO;SÁBADO;1/7/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;BALVANERA;3;-34.614.484;-58.403.532;1
149;2023;JULIO;LUNES;3/7/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;COLEGIALES;15;-34.578.916;-58.455.973;1
150;2023;JULIO;LUNES;3/7/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;CABALLITO;6;-34.621.270;-58.435.177;1
151;2023;JULIO;LUNES;3/7/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;MONTE CASTRO;10;-34.612.237;-58.503.069;1
152;2023;JULIO;LUNES;3/7/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA URQUIZA;12;-34.563.927;-58.481.550;1
153;2023;JULIO;LUNES;3/7/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;CABALLITO;6;-34.615.108;-58.440.811;1
154;2023;JULIO;LUNES;3/7/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;RETIRO;1;-34.589.397;-58.371.309;1
155;2023;JULIO;LUNES;3/7/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;CONSTITUCION;1;-34.626.937;-58.382.237;1
156;2023;JULIO;LUNES;3/7/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE AVELLANEDA;9;-34.648.383;-58.468.755;1
157;2023;JULIO;LUNES;3/7/2023;17;Vialidad;Lesiones por siniestros viales;NO;NO;CHACARITA;15;-34.595.332;-58.465.198;1
158;2023;JULIO;MARTES;4/7/2023;8;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;NULL;NULL;1
159;2023;JULIO;LUNES;3/7/2023;22;Vialidad;Lesiones por siniestros viales;NO;NO;RECOLETA;2;-34.587.046;-58.400.954;1
160;2023;JULIO;LUNES;3/7/2023;22;Vialidad;Lesiones por siniestros viales;NO;NO;PARQUE AVELLANEDA;9;-34.645.593;-58.467.646;1
161;2023;JULIO;MARTES;4/7/2023;6;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA CRESPO;15;-34.599.261;-58.439.323;1
162;2023;JULIO;LUNES;3/7/2023;14;Vialidad;Lesiones por siniestros viales;NO;NO;BARRACAS;4;-34.650.065;-58.383.911;1
163;2023;JULIO;MARTES;4/7/2023;5;Vialidad;Lesiones por siniestros viales;NO;NO;CHACARITA;15;-34.586.410;-58.444.078;1
164;2023;JULIO;MARTES;4/7/2023;6;Vialidad;Lesiones por siniestros viales;NO;NO;BARRACAS;4;NULL;NULL;1
165;2023;JULIO;MARTES;4/7/2023;7;Vialidad;Lesiones por siniestros viales;NO;NO;FLORES;7;-34.634.474;-58.472.280;1
166;2023;JULIO;MARTES;4/7/2023;7;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA GRAL. MITRE;11;-34.611.303;-58.467.848;1
167;2023;JULIO;LUNES;3/7/2023;20;Vialidad;Lesiones por siniestros viales;NO;NO;PATERNAL;15;-34.587.933;-58.470.231;1
168;2023;JULIO;MARTES;4/7/2023;9;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA CRESPO;15;-34.605.882;-58.447.777;1
169;2023;JULIO;MARTES;4/7/2023;9;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;NULL;NULL;1
170;2023;JULIO;MARTES;4/7/2023;9;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;NULL;NULL;1
171;2023;JULIO;MARTES;4/7/2023;10;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA SOLDATI;8;-34.665.033;-58.443.132;1
172;2023;JULIO;MARTES;4/7/2023;12;Vialidad;Lesiones por siniestros viales;NO;NO;CONSTITUCION;1;NULL;NULL;1
173;2023;JULIO;MARTES;4/7/2023;10;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA CRESPO;15;-34.599.328;-58.439.251;1
174;2023;JULIO;MARTES;4/7/2023;11;Vialidad;Lesiones por siniestros viales;NO;NO;SAN CRISTOBAL;3;-34.627.041;-58.391.193;1
175;2023;JULIO;MARTES;4/7/2023;13;Vialidad;Lesiones por siniestros viales;NO;NO;SAN NICOLAS;1;-34.604.101;-58.387.909;1
176;2023;JULIO;MARTES;4/7/2023;11;Vialidad;Lesiones por siniestros viales;NO;NO;MATADEROS;9;-34.659.768;-58.497.822;1
177;2023;JULIO;MARTES;4/7/2023;11;Vialidad;Lesiones por siniestros viales;NO;NO;SAN NICOLAS;1;-34.604.035;-58.380.964;1
178;2023;JULIO;MARTES;4/7/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;BOEDO;5;NULL;NULL;1
179;2023;JULIO;MARTES;4/7/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;MONSERRAT;1;-34.614.244;-58.381.284;1
180;2023;JULIO;MARTES;4/7/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA DEVOTO;11;-34.608.074;-58.504.471;1
181;2023;JULIO;MARTES;4/7/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;BOEDO;5;-34.632.759;-58.416.034;1
182;2023;JULIO;MARTES;4/7/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;VILLA SOLDATI;8;-34.660.210;-58.448.977;1
183;2023;JULIO;MARTES;4/7/2023;15;Vialidad;Lesiones por siniestros viales;NO;NO;CONSTITUCION;1;-34.623.058;-58.382.103;1
184;2023;JULIO;MARTES;4/7/2023;11;Vialidad;Lesiones por siniestros viales;NO;NO;BOEDO;5;NULL;NULL;1
185;2023;JULIO;DOMINGO;2/7/2023;16;Vialidad;Lesiones por siniestros viales;NO;NO;NULL;NULL;-34.606.519;-58.505.822;1
