"id-mapa","anio","mes","dia","fecha","franja","tipo","subtipo","uso_arma","uso_moto","barrio","comuna","latitud","longitud","cantidad"
252569,2019,"ENERO","LUNES","2019-01-28",8,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.630835,-58.391528,1
252570,2019,"MARZO","LUNES","2019-03-04",11,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.628442,-58.391876,1
252571,2019,"ABRIL","MIERCOLES","2019-04-10",18,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.630313,-58.391512,1
252572,2019,"NOVIEMBRE","LUNES","2019-11-18",12,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.630163,-58.391542,1
252573,2019,"ABRIL","LUNES","2019-04-01",17,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.629944,-58.391882,1
252574,2019,"AGOSTO","JUEVES","2019-08-22",22,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.630662,-58.391503,1
252575,2019,"SEPTIEMBRE","DOMINGO","2019-09-29",12,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.629944,-58.391882,1
252576,2019,"MAYO","MIERCOLES","2019-05-22",17,"Robo","Robo total","SI","SI","PARQUE PATRICIOS",4,-34.627494,-58.392061,1
252577,2019,"MARZO","LUNES","2019-03-25",7,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.631683,-58.391304,1
252578,2019,"NOVIEMBRE","DOMINGO","2019-11-10",9,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.631683,-58.391304,1
252579,2019,"ABRIL","MIERCOLES","2019-04-24",20,"Robo","Robo total","SI","SI","PARQUE PATRICIOS",4,-34.631584,-58.391101,1
252580,2019,"ENERO","VIERNES","2019-01-18",8,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.631683,-58.391304,1
252581,2019,"FEBRERO","MARTES","2019-02-26",11,"Robo","Robo total","SI","SI","PARQUE PATRICIOS",4,-34.631191,-58.391341,1
252582,2019,"NOVIEMBRE","LUNES","2019-11-25",0,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.631584,-58.391101,1
252583,2019,"OCTUBRE","JUEVES","2019-10-24",12,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.630835,-58.391528,1
252584,2019,"FEBRERO","LUNES","2019-02-25",2,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.629506,-58.391728,1
252585,2019,"FEBRERO","VIERNES","2019-02-22",19,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.630835,-58.391528,1
252586,2019,"JUNIO","DOMINGO","2019-06-16",4,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.630125,-58.394453,1
252587,2019,"AGOSTO","LUNES","2019-08-05",14,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.630439,-58.391593,1
252588,2019,"ABRIL","LUNES","2019-04-22",1,"Hurto","Hurto automotor","NO","NO","PARQUE PATRICIOS",4,-34.6294575,-58.3917399,1
252589,2019,"SEPTIEMBRE","SABADO","2019-09-14",1,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.630834,-58.391525,1
252590,2019,"MAYO","MIERCOLES","2019-05-01",10,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.629127,-58.391861,1
252591,2019,"MAYO","SABADO","2019-05-18",23,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.630046,-58.394036,1
252592,2019,"ENERO","MARTES","2019-01-29",23,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.630834,-58.391525,1
252593,2019,"FEBRERO","MARTES","2019-02-26",16,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.630835,-58.391528,1
252594,2019,"ABRIL","LUNES","2019-04-22",16,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.630835,-58.391528,1
252595,2019,"MAYO","MARTES","2019-05-21",22,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.631683,-58.391304,1
252596,2019,"JUNIO","SABADO","2019-06-15",8,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.630834,-58.391525,1
252597,2019,"NOVIEMBRE","MIERCOLES","2019-11-06",8,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.629944,-58.391882,1
252598,2019,"OCTUBRE","JUEVES","2019-10-31",15,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.630835,-58.391528,1
252599,2019,"MARZO","JUEVES","2019-03-14",15,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.629506,-58.391728,1
252600,2019,"MARZO","MARTES","2019-03-12",16,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.629506,-58.391728,1
252601,2019,"MAYO","LUNES","2019-05-20",13,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.63179,-58.391736,1
252602,2019,"JULIO","MIERCOLES","2019-07-03",13,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.631683,-58.391304,1
252603,2019,"ENERO","MIERCOLES","2019-01-30",23,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.630073,-58.394175,1
252604,2019,"MAYO","MARTES","2019-05-14",20,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.630835,-58.391528,1
252605,2019,"ENERO","JUEVES","2019-01-17",20,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.631702,-58.39118,1
252606,2019,"MARZO","JUEVES","2019-03-28",12,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.630835,-58.391528,1
252607,2019,"SEPTIEMBRE","VIERNES","2019-09-20",12,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.631718,-58.391249,1
252608,2019,"NOVIEMBRE","LUNES","2019-11-11",22,"Hurto","Hurto automotor","NO","NO","PARQUE PATRICIOS",4,-34.642904,-58.405889,1
252609,2019,"NOVIEMBRE","MIERCOLES","2019-11-27",1,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.641287,-58.406283,1
252610,2019,"MAYO","MIERCOLES","2019-05-29",14,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.64197,-58.407556,1
252611,2019,"ABRIL","MIERCOLES","2019-04-24",9,"Robo","Robo total","NO","SI","PARQUE PATRICIOS",4,-34.641586,-58.409052,1
252612,2019,"JUNIO","MIERCOLES","2019-06-12",17,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.640329,-58.407019,1
252613,2019,"SEPTIEMBRE","SABADO","2019-09-21",19,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.638653,-58.407116,1
252614,2019,"NOVIEMBRE","JUEVES","2019-11-14",19,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.638972,-58.409499,1
252615,2019,"NOVIEMBRE","LUNES","2019-11-04",11,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.642973,-58.40724,1
252616,2019,"ABRIL","MIERCOLES","2019-04-10",12,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.642701,-58.408746,1
252617,2019,"SEPTIEMBRE","LUNES","2019-09-30",8,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.642611,-58.408817,1
252618,2019,"DICIEMBRE","DOMINGO","2019-12-15",13,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.640698,-58.403685,1
252619,2019,"JUNIO","JUEVES","2019-06-20",18,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.640112,-58.405048,1
252620,2019,"AGOSTO","VIERNES","2019-08-09",18,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.640391,-58.402989,1
252621,2019,"DICIEMBRE","MARTES","2019-12-10",23,"Robo","Robo total","NO","SI","PARQUE PATRICIOS",4,-34.639625,-58.40515,1
252622,2019,"ENERO","MARTES","2019-01-08",18,"Robo","Robo total","NO","SI","PARQUE PATRICIOS",4,-34.639213,-58.403254,1
252623,2019,"ENERO","VIERNES","2019-01-11",22,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.640552,-58.404259,1
252624,2019,"FEBRERO","MIERCOLES","2019-02-27",20,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.639628,-58.40515,1
252625,2019,"JUNIO","JUEVES","2019-06-06",12,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.639793,-58.403184,1
252626,2019,"NOVIEMBRE","VIERNES","2019-11-15",19,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.640112,-58.405048,1
252627,2019,"NOVIEMBRE","MIERCOLES","2019-11-20",0,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.639628,-58.40515,1
252628,2019,"DICIEMBRE","VIERNES","2019-12-20",11,"Robo","Robo total","SI","SI","PARQUE PATRICIOS",4,-34.640391,-58.402989,1
252629,2019,"DICIEMBRE","LUNES","2019-12-02",0,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.642093,-58.404666,1
252630,2019,"ABRIL","JUEVES","2019-04-04",6,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.642093,-58.404666,1
252631,2019,"FEBRERO","JUEVES","2019-02-14",15,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.642779,-58.404586,1
252632,2019,"ENERO","MIERCOLES","2019-01-23",18,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.642469,-58.404527,1
252633,2019,"NOVIEMBRE","VIERNES","2019-11-15",21,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.642093,-58.404666,1
252634,2019,"NOVIEMBRE","LUNES","2019-11-25",0,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.642093,-58.404666,1
252635,2019,"JUNIO","VIERNES","2019-06-21",5,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.639282,-58.403569,1
252636,2019,"JUNIO","MARTES","2019-06-04",21,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.642375,-58.407077,1
252637,2019,"SEPTIEMBRE","MARTES","2019-09-17",12,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.639584,-58.408658,1
252638,2019,"OCTUBRE","JUEVES","2019-10-03",14,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.642286,-58.406075,1
252639,2019,"JUNIO","LUNES","2019-06-03",10,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.640329,-58.407019,1
252640,2019,"DICIEMBRE","VIERNES","2019-12-27",5,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.644075,-58.405636,1
252641,2019,"AGOSTO","MIERCOLES","2019-08-28",16,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.644369,-58.405641,1
252642,2019,"NOVIEMBRE","JUEVES","2019-11-14",9,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.644474,-58.406043,1
252643,2019,"DICIEMBRE","VIERNES","2019-12-20",10,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.644474,-58.406043,1
252644,2019,"MAYO","VIERNES","2019-05-17",3,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.643745,-58.407145,1
252645,2019,"JULIO","LUNES","2019-07-01",22,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.643518,-58.405099,1
252646,2019,"ABRIL","MARTES","2019-04-23",8,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.643375,-58.404406,1
252647,2019,"ABRIL","SABADO","2019-04-13",20,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.643407,-58.404286,1
252648,2019,"AGOSTO","SABADO","2019-08-17",9,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.64413,-58.404231,1
252649,2019,"SEPTIEMBRE","JUEVES","2019-09-05",21,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.643375,-58.404406,1
252650,2019,"DICIEMBRE","MARTES","2019-12-03",17,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.643509,-58.405203,1
252651,2019,"MAYO","LUNES","2019-05-06",10,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.644248,-58.407105,1
252652,2019,"JUNIO","MIERCOLES","2019-06-19",23,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.6417422,-58.402849,1
252653,2019,"ABRIL","MIERCOLES","2019-04-10",16,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.640325,-58.406484,1
252654,2019,"OCTUBRE","VIERNES","2019-10-18",8,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.641624,-58.406272,1
252655,2019,"ABRIL","VIERNES","2019-04-12",12,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.643567,-58.405808,1
252656,2019,"MAYO","LUNES","2019-05-06",12,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.641386,-58.406322,1
252657,2019,"NOVIEMBRE","VIERNES","2019-11-29",0,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.641624,-58.406272,1
252658,2019,"ABRIL","LUNES","2019-04-29",10,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.641703,-58.407491,1
252659,2019,"MARZO","MIERCOLES","2019-03-20",18,"Robo","Robo total","NO","SI","PARQUE PATRICIOS",4,-34.640985,-58.408943,1
252660,2019,"JULIO","VIERNES","2019-07-05",12,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.640329,-58.407019,1
252661,2019,"MAYO","JUEVES","2019-05-09",14,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.643128,-58.407918,1
252662,2019,"AGOSTO","JUEVES","2019-08-08",10,"Hurto","Hurto automotor","NO","NO","PARQUE PATRICIOS",4,-34.643936,-58.408576,1
252663,2019,"OCTUBRE","LUNES","2019-10-07",20,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.643173,-58.408798,1
252664,2019,"MARZO","DOMINGO","2019-03-17",5,"Robo","Robo total","NO","SI","PARQUE PATRICIOS",4,-34.643932,-58.408891,1
252665,2019,"MARZO","VIERNES","2019-03-08",14,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.641092,-58.404863,1
252666,2019,"DICIEMBRE","VIERNES","2019-12-13",21,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.640112,-58.405048,1
252667,2019,"FEBRERO","LUNES","2019-02-18",8,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.640282,-58.404961,1
252668,2019,"ABRIL","DOMINGO","2019-04-14",9,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.641092,-58.404863,1
252669,2019,"MAYO","MIERCOLES","2019-05-22",18,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.640738,-58.403996,1
252670,2019,"NOVIEMBRE","LUNES","2019-11-18",0,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.641092,-58.404863,1
252671,2019,"JUNIO","DOMINGO","2019-06-02",11,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.642827,-58.404456,1
252672,2019,"NOVIEMBRE","SABADO","2019-11-16",22,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.642554,-58.404633,1
252673,2019,"ENERO","JUEVES","2019-01-17",5,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.642554,-58.404633,1
252674,2019,"ABRIL","SABADO","2019-04-13",5,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.642093,-58.404666,1
252675,2019,"ENERO","MIERCOLES","2019-01-23",7,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.642554,-58.404633,1
252676,2019,"FEBRERO","MARTES","2019-02-19",0,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.642827,-58.404456,1
252677,2019,"NOVIEMBRE","DOMINGO","2019-11-24",14,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.642041,-58.40426,1
252678,2019,"NOVIEMBRE","SABADO","2019-11-16",12,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.641598,-58.402719,1
252679,2019,"JUNIO","MARTES","2019-06-25",0,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.643932,-58.403287,1
252680,2019,"MARZO","MIERCOLES","2019-03-20",12,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.642093,-58.404666,1
252681,2019,"ABRIL","SABADO","2019-04-06",20,"Robo","Robo total","SI","SI","PARQUE PATRICIOS",4,-34.641671,-58.409126,1
252682,2019,"ABRIL","VIERNES","2019-04-26",17,"Hurto","Hurto automotor","NO","NO","PARQUE PATRICIOS",4,-34.644072,-58.409546,1
252683,2019,"JULIO","LUNES","2019-07-01",20,"Robo","Robo total","SI","SI","PARQUE PATRICIOS",4,-34.639628,-58.40515,1
252684,2019,"SEPTIEMBRE","JUEVES","2019-09-05",9,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.641671,-58.409126,1
252685,2019,"FEBRERO","JUEVES","2019-02-14",18,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.641896,-58.403739,1
252686,2019,"ABRIL","JUEVES","2019-04-25",17,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.63919,-58.405153,1
252687,2019,"MAYO","VIERNES","2019-05-17",16,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.640834,-58.404246,1
252688,2019,"AGOSTO","VIERNES","2019-08-23",15,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.643567,-58.405808,1
252689,2019,"DICIEMBRE","LUNES","2019-12-23",19,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.645642,-58.409647,1
252690,2019,"ABRIL","LUNES","2019-04-29",7,"Robo","Robo total","SI","SI","PARQUE PATRICIOS",4,-34.646177,-58.409474,1
252691,2019,"ENERO","MIERCOLES","2019-01-09",7,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.646001,-58.409528,1
252692,2019,"JULIO","JUEVES","2019-07-04",6,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.647306,-58.4092,1
252693,2019,"JULIO","MARTES","2019-07-16",23,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.64708,-58.407848,1
252694,2019,"JULIO","LUNES","2019-07-22",11,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.645728,-58.406752,1
252695,2019,"DICIEMBRE","DOMINGO","2019-12-15",9,"Robo","Robo total","NO","SI","PARQUE PATRICIOS",4,-34.645728,-58.406752,1
252696,2019,"MAYO","MARTES","2019-05-28",16,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.646738,-58.406081,1
252697,2019,"JUNIO","JUEVES","2019-06-13",18,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.647075,-58.405078,1
252698,2019,"SEPTIEMBRE","JUEVES","2019-09-19",12,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.645754,-58.406617,1
252699,2019,"SEPTIEMBRE","VIERNES","2019-09-06",10,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.645827,-58.40268,1
252700,2019,"NOVIEMBRE","MIERCOLES","2019-11-13",23,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.64707,-58.403738,1
252701,2019,"DICIEMBRE","MIERCOLES","2019-12-11",6,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.645882,-58.403855,1
252702,2019,"DICIEMBRE","DOMINGO","2019-12-15",3,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.646441,-58.403802,1
252703,2019,"ENERO","DOMINGO","2019-01-27",23,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.645354,-58.404217,1
252704,2019,"FEBRERO","JUEVES","2019-02-07",19,"Hurto","Hurto automotor","NO","NO","PARQUE PATRICIOS",4,-34.645533,-58.405283,1
252705,2019,"ABRIL","LUNES","2019-04-22",5,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.646621,-58.405378,1
252706,2019,"NOVIEMBRE","DOMINGO","2019-11-17",21,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.646441,-58.403802,1
252707,2019,"MAYO","VIERNES","2019-05-03",7,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.646738,-58.406081,1
252708,2019,"MAYO","VIERNES","2019-05-17",18,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.6474,-58.409473,1
252709,2019,"NOVIEMBRE","MARTES","2019-11-19",0,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.646177,-58.409474,1
252710,2019,"NOVIEMBRE","DOMINGO","2019-11-24",0,"Robo","Robo automotor","SI","NO","PARQUE PATRICIOS",4,-34.647089,-58.408211,1
252711,2019,"FEBRERO","JUEVES","2019-02-07",6,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.645927,-58.402883,1
252712,2019,"OCTUBRE","LUNES","2019-10-28",23,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.646441,-58.403802,1
252713,2019,"SEPTIEMBRE","MARTES","2019-09-17",0,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.645272,-58.404036,1
252714,2019,"JULIO","LUNES","2019-07-01",20,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.645804,-58.407499,1
252715,2019,"FEBRERO","JUEVES","2019-02-21",9,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.645413,-58.40457,1
252716,2019,"MARZO","SABADO","2019-03-02",13,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.645725,-58.403886,1
252717,2019,"OCTUBRE","SABADO","2019-10-12",6,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.646441,-58.403802,1
252718,2019,"OCTUBRE","DOMINGO","2019-10-13",5,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.646441,-58.403802,1
252719,2019,"NOVIEMBRE","VIERNES","2019-11-08",0,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.646848,-58.406165,1
252720,2019,"AGOSTO","MIERCOLES","2019-08-28",13,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.645728,-58.406752,1
252721,2019,"SEPTIEMBRE","VIERNES","2019-09-06",14,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.645272,-58.404036,1
252722,2019,"JUNIO","MARTES","2019-06-18",19,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.647075,-58.405078,1
252723,2019,"ABRIL","LUNES","2019-04-01",20,"Robo","Robo total","NO","SI","PARQUE PATRICIOS",4,-34.646634,-58.405169,1
252724,2019,"JUNIO","MARTES","2019-06-04",6,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.645046,-58.409717,1
252725,2019,"NOVIEMBRE","LUNES","2019-11-04",5,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.646908,-58.40377,1
252726,2019,"FEBRERO","VIERNES","2019-02-22",8,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.647237,-58.408475,1
252727,2019,"DICIEMBRE","LUNES","2019-12-09",0,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.64708,-58.407848,1
252728,2019,"DICIEMBRE","VIERNES","2019-12-27",15,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.632815,-58.400733,1
252729,2019,"FEBRERO","MIERCOLES","2019-02-20",19,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.632672,-58.400007,1
252730,2019,"ENERO","VIERNES","2019-01-18",11,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.633463,-58.399698,1
252731,2019,"SEPTIEMBRE","DOMINGO","2019-09-08",7,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.632747,-58.395621,1
252732,2019,"MAYO","SABADO","2019-05-04",12,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.633749,-58.396514,1
252733,2019,"MAYO","DOMINGO","2019-05-19",21,"Robo","Robo automotor","SI","NO","PARQUE PATRICIOS",4,-34.632976,-58.396363,1
252734,2019,"JUNIO","DOMINGO","2019-06-30",14,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.633389,-58.398301,1
252735,2019,"ENERO","JUEVES","2019-01-31",17,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.633389,-58.398301,1
252736,2019,"JUNIO","SABADO","2019-06-15",18,"Hurto","Hurto automotor","NO","NO","PARQUE PATRICIOS",4,-34.633389,-58.398301,1
252737,2019,"OCTUBRE","MARTES","2019-10-15",8,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.633941,-58.395241,1
252738,2019,"SEPTIEMBRE","DOMINGO","2019-09-15",4,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.634217,-58.396056,1
252739,2019,"OCTUBRE","MARTES","2019-10-15",21,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.633749,-58.396514,1
252740,2019,"OCTUBRE","VIERNES","2019-10-18",6,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.631561,-58.39593,1
252741,2019,"NOVIEMBRE","MARTES","2019-11-26",22,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.634234,-58.396379,1
252742,2019,"JUNIO","MIERCOLES","2019-06-19",18,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.63375,-58.398102,1
252743,2019,"ENERO","SABADO","2019-01-05",19,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.63313,-58.397444,1
252744,2019,"NOVIEMBRE","MIERCOLES","2019-11-27",8,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.634051,-58.397987,1
252745,2019,"ENERO","MARTES","2019-01-22",12,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.634234,-58.396379,1
252746,2019,"ABRIL","LUNES","2019-04-29",2,"Robo","Robo total","SI","NO","PARQUE PATRICIOS",4,-34.634234,-58.396379,1
252747,2019,"MAYO","SABADO","2019-05-11",15,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.6339,-58.398045,1
252748,2019,"AGOSTO","DOMINGO","2019-08-25",14,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.631749,-58.395962,1
252749,2019,"NOVIEMBRE","SABADO","2019-11-16",10,"Robo","Robo total","NO","SI","PARQUE PATRICIOS",4,-34.633045,-58.396863,1
252750,2019,"DICIEMBRE","JUEVES","2019-12-05",12,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.634234,-58.396379,1
252751,2019,"ABRIL","LUNES","2019-04-15",15,"Robo","Robo total","SI","SI","PARQUE PATRICIOS",4,-34.632747,-58.395621,1
252752,2019,"NOVIEMBRE","MARTES","2019-11-26",0,"Hurto","Hurto total","NO","NO","PARQUE PATRICIOS",4,-34.633941,-58.395241,1
252753,2019,"OCTUBRE","LUNES","2019-10-28",8,"Robo","Robo total","NO","NO","PARQUE PATRICIOS",4,-34.633389,-58.398301,1
